Date,Time,Transaction,Item
2016-10-30,12:24:34,49,Coffee
2016-10-30,12:26:45,50,Bread
2016-10-30,12:26:46,50,Victorian Sponge
2016-10-30,12:28:34,51,Bread
2016-10-30,12:29:44,52,Scandinavian
2016-10-30,12:39:44,55,Frittata
2016-10-30,12:39:45,55,Coffee
2016-10-30,12:39:46,55,Hearty & Seasonal
2016-10-30,12:41:08,56,Coffee
2016-10-30,12:41:09,56,Frittata
2016-10-30,12:47:31,57,Scandinavian
2016-10-30,13:01:13,58,Victorian Sponge
2016-10-30,13:01:14,58,Hot chocolate
2016-10-30,13:01:15,58,Tea
2016-10-30,13:03:51,59,Tea
2016-10-30,13:03:52,59,NONE
2016-10-30,13:15:53,60,Cookies
2016-10-30,13:15:54,60,Coffee
2016-10-30,13:15:55,60,Juice
2016-10-30,13:15:56,60,Coffee
2016-10-30,13:17:31,61,Coffee
2016-10-30,13:25:54,62,Pick and Mix Bowls
2016-10-30,13:25:55,62,Hearty & Seasonal
2016-10-30,13:25:56,62,Coffee
2016-10-30,13:25:57,62,Smoothies
2016-10-30,13:25:58,62,Coffee
2016-10-30,13:35:11,63,Coffee
2016-10-30,13:36:07,64,Cake
2016-10-30,13:39:26,65,NONE
2016-10-30,13:39:27,65,Mighty Protein
2016-10-30,13:39:28,65,Tea
2016-10-30,13:39:29,65,Coffee
2016-10-30,13:42:25,66,Hearty & Seasonal
2016-10-30,13:42:26,66,Frittata
2016-10-30,13:42:27,66,Mineral water
2016-10-30,13:48:56,67,Hearty & Seasonal
2016-10-30,13:48:57,67,Mineral water
2016-10-30,13:51:46,68,Frittata
2016-10-30,13:51:47,68,Coffee
2016-10-30,13:51:48,68,Tea
2016-10-30,13:51:49,68,Scandinavian
2016-10-30,13:51:50,68,Chicken sand
2016-10-30,13:54:04,69,Bread
2016-10-30,13:54:05,69,Victorian Sponge
2016-10-30,13:56:59,70,Fudge
2016-10-30,13:58:26,71,Muffin
2016-10-30,14:23:57,72,Coffee
2016-10-30,14:23:58,72,Bread
2016-10-30,14:25:00,73,Bread
2016-10-30,14:26:25,74,Coffee
2016-10-30,14:26:26,74,Bread
2016-10-30,14:34:50,75,NONE
2016-10-30,14:34:51,75,Jam
2016-10-30,14:34:52,75,Frittata
2016-10-30,14:35:16,76,Coffee
2016-10-30,14:38:04,77,Scandinavian
2016-10-30,14:44:58,78,Fudge
2016-10-30,14:48:14,79,Tea
2016-10-30,14:48:15,79,Coffee
2016-10-30,14:48:16,79,Muffin
2016-10-30,14:51:13,80,Frittata
2016-10-30,14:51:14,80,Bread
2016-10-30,14:51:15,80,Coffee
2016-10-31,8:31:07,81,Coffee
2016-10-31,8:31:08,81,Cake
2016-10-31,8:49:43,82,Tartine
2016-10-31,8:49:44,82,Bread
2016-10-31,9:00:27,83,Coffee
2016-10-31,9:00:28,83,Bread
2016-10-31,9:06:48,84,Bread
2016-10-31,9:12:52,85,Coffee
2016-10-31,9:12:53,85,Medialuna
2016-10-31,9:13:53,86,Juice
2016-10-31,9:15:42,87,Bread
2016-10-31,9:18:48,88,Coffee
2016-10-31,9:18:49,88,Coffee
2016-10-31,9:18:50,88,Jam
2016-10-31,9:22:31,89,Bread
2016-10-31,9:23:03,90,Bread
2016-10-31,9:23:04,90,Coffee
2016-10-31,9:25:41,91,Tea
2016-10-31,9:25:42,91,NONE
2016-10-31,9:30:06,92,Coffee
2016-10-31,9:32:19,93,Bread
2016-10-31,9:32:20,93,Coke
2016-10-31,9:42:07,94,Coffee
2016-10-31,9:42:08,94,Coffee
2016-10-31,9:46:37,95,Tea
2016-10-31,9:46:38,95,Pastry
2016-10-31,9:46:39,95,Farm House
2016-10-31,9:49:51,96,Pastry
2016-10-31,9:49:52,96,Pastry
2016-10-31,9:49:53,96,Coffee
2016-10-31,9:49:54,96,Juice
2016-10-31,9:54:18,97,Coffee
2016-10-31,9:54:19,97,Pastry
2016-10-31,9:54:20,97,Juice
2016-10-31,9:55:32,98,Farm House
2016-10-31,9:59:48,99,Pastry
2016-10-31,9:59:49,99,Coffee
2016-10-31,9:59:50,99,Bread
2016-10-31,10:01:20,100,Bread
2016-10-31,10:07:17,101,Coffee
2016-10-31,10:07:18,101,Pastry
2016-10-31,10:08:01,102,Farm House
2016-10-31,10:10:58,103,NONE
2016-10-31,10:16:07,104,Coffee
2016-10-31,10:16:08,104,Coffee
2016-10-31,10:16:09,104,Medialuna
2016-10-31,10:16:10,104,Muffin
2016-10-31,10:16:11,104,Coffee
2016-10-31,10:24:53,105,Coffee
2016-10-31,10:24:54,105,Tea
2016-10-31,10:24:55,105,NONE
2016-10-31,10:24:56,105,Cake
2016-10-31,10:27:49,106,Coffee
2016-10-31,10:27:50,106,Coffee
2016-10-31,10:27:51,106,Pastry
2016-10-31,10:27:52,106,Pastry
2016-10-31,10:31:02,107,Tea
2016-10-31,10:34:38,108,Farm House
2016-10-31,10:34:39,108,Muffin
2016-10-31,10:38:58,109,Muffin
2016-10-31,10:38:59,109,Pastry
2016-10-31,11:02:54,112,Coffee
2016-10-31,11:06:15,113,Coffee
2016-10-31,11:09:24,114,Farm House
2016-10-31,11:12:33,115,Bread
2016-10-31,11:14:42,116,Coffee
2016-10-31,11:16:50,117,Cookies
2016-10-31,11:16:51,117,Cake
2016-10-31,11:16:52,117,Coffee
2016-10-31,11:16:53,117,My-5 Fruit Shoot
2016-10-31,11:22:15,118,Cookies
2016-10-31,11:22:16,118,Cookies
2016-10-31,11:22:17,118,Tea
2016-10-31,11:22:18,118,Pastry
2016-10-31,11:29:46,119,Coffee
2016-10-31,11:29:47,119,Coffee
2016-10-31,11:29:48,119,Muffin
2016-10-31,11:32:54,120,Farm House
2016-10-31,11:34:53,121,Coffee
2016-10-31,11:41:25,122,Cookies
2016-10-31,11:46:01,123,Jam
2016-10-31,11:46:02,123,Coffee
2016-10-31,11:46:03,123,Coffee
2016-10-31,11:46:04,123,Juice
2016-10-31,11:47:10,124,Coffee
2016-10-31,11:47:11,124,Soup
2016-10-31,11:51:20,125,Tea
2016-10-31,11:56:46,126,Coffee
2016-10-31,11:56:47,126,Jam
2016-10-31,11:59:05,128,NONE
2016-10-31,11:59:06,128,Tartine
2016-10-31,11:59:07,128,Tea
2016-10-31,12:03:31,129,Coffee
2016-10-31,12:03:32,129,Cake
2016-10-31,12:07:22,130,Coffee
2016-10-31,12:07:23,130,Coffee
2016-10-31,12:12:40,131,Bread
2016-10-31,12:12:41,131,Coffee
2016-10-31,12:18:34,132,Juice
2016-10-31,12:18:35,132,Pick and Mix Bowls
2016-10-31,12:18:36,132,Cookies
2016-10-31,12:20:49,133,Hearty & Seasonal
2016-10-31,12:20:50,133,Soup
2016-10-31,12:23:56,134,Hearty & Seasonal
2016-10-31,12:23:57,134,Tea
2016-10-31,12:23:58,134,Farm House
2016-10-31,12:24:43,135,Bread
2016-10-31,12:32:04,136,Tea
2016-10-31,12:32:05,136,Soup
2016-10-31,12:48:00,138,Soup
2016-10-31,12:48:01,138,Hearty & Seasonal
2016-10-31,12:48:02,138,Coffee
2016-10-31,12:55:25,139,Bread
2016-10-31,12:55:26,139,Muffin
2016-10-31,12:55:27,139,Hearty & Seasonal
2016-10-31,12:58:04,140,Coffee
2016-10-31,12:59:00,141,Bread
2016-10-31,13:01:20,142,Tea
2016-10-31,13:01:21,142,Muffin
2016-10-31,13:03:43,143,Tea
2016-10-31,13:06:47,144,Soup
2016-10-31,13:10:26,145,Coffee
2016-10-31,13:10:27,145,Tea
2016-10-31,13:10:28,145,Focaccia
2016-10-31,13:13:10,146,Sandwich
2016-10-31,13:14:12,147,Tartine
2016-10-31,13:25:59,148,Fudge
2016-10-31,13:26:00,148,Coffee
2016-10-31,13:26:01,148,Coffee
2016-10-31,13:30:48,149,Coffee
2016-10-31,13:36:19,150,Bread
2016-10-31,13:55:04,151,Coke
2016-10-31,13:55:05,151,Soup
2016-10-31,13:56:07,152,Muffin
2016-10-31,14:00:12,153,Tea
2016-10-31,14:00:13,153,Coffee
2016-10-31,14:00:14,153,Cookies
2016-10-31,14:00:15,153,Muffin
2016-10-31,14:05:15,154,Mighty Protein
2016-10-31,14:05:16,154,Hearty & Seasonal
2016-10-31,14:05:17,154,Coffee
2016-10-31,14:05:18,154,Coke
2016-10-31,14:06:28,155,Tea
2016-10-31,14:06:29,155,Muffin
2016-10-31,14:06:30,155,Sandwich
2016-10-31,14:09:17,156,Coffee
2016-10-31,14:09:18,156,Muffin
2016-10-31,14:10:10,157,Coffee
2016-10-31,14:10:11,157,Bread
2016-10-31,14:25:34,158,Coffee
2016-10-31,14:25:35,158,Muffin
2016-10-31,14:27:38,159,Bread
2016-10-31,14:27:39,159,Hot chocolate
2016-10-31,14:27:40,159,Cookies
2016-10-31,14:40:37,160,Mineral water
2016-10-31,14:40:38,160,Muffin
2016-10-31,14:47:46,161,Tea
2016-10-31,14:50:01,162,Muffin
2016-10-31,14:52:30,163,Coffee
2016-10-31,14:52:51,164,Coffee
2016-10-31,14:52:52,164,Muffin
2016-10-31,14:54:45,166,Coffee
2016-10-31,14:56:00,167,Sandwich
2016-10-31,14:56:01,167,Hearty & Seasonal
2016-10-31,14:56:02,167,Bread
2016-10-31,14:56:03,167,Mineral water
2016-10-31,15:01:47,168,Tea
2016-10-31,15:01:48,168,Coffee
2016-10-31,15:10:41,169,Mineral water
2016-10-31,15:25:41,171,Soup
2016-10-31,15:25:42,171,Tea
2016-10-31,17:12:14,172,Bread
2016-10-31,17:12:15,172,Coffee
2016-10-31,17:13:38,173,Bread
2016-10-31,17:45:51,174,Coffee
2016-10-31,17:55:13,175,Bread
2016-10-31,18:27:56,176,Cookies
2016-11-01,7:56:53,178,Coffee
2016-11-01,7:56:54,178,Pastry
2016-11-01,8:26:25,179,Coffee
2016-11-01,8:26:26,179,Pastry
2016-11-01,8:28:05,180,Jam
2016-11-01,8:28:06,180,Tea
2016-11-01,8:50:59,181,Tea
2016-11-01,8:51:00,181,Tea
2016-11-01,9:13:28,182,Pastry
2016-11-01,9:13:29,182,Pastry
2016-11-01,9:15:09,183,Pastry
2016-11-01,9:31:47,184,Farm House
2016-11-01,9:31:48,184,NONE
2016-11-01,9:31:49,184,Tea
2016-11-01,9:35:12,185,Tea
2016-11-01,9:35:13,185,Victorian Sponge
2016-11-01,9:49:02,186,Tea
2016-11-01,9:49:03,186,Pastry
2016-11-01,10:09:56,188,Coffee
2016-11-01,10:34:54,189,Bread
2016-11-01,10:34:55,189,Coffee
2016-11-01,10:40:47,190,Coffee
2016-11-01,10:40:48,190,Pastry
2016-11-01,10:40:49,190,Pastry
2016-11-01,10:56:47,191,Soup
2016-11-01,10:56:48,191,Tea
2016-11-01,11:02:07,192,NONE
2016-11-01,11:02:08,192,Bread
2016-11-01,11:10:37,194,Bread
2016-11-01,11:10:38,194,Bread
2016-11-01,11:12:12,195,Bread
2016-11-01,11:12:13,195,NONE
2016-11-01,11:12:14,195,Scandinavian
2016-11-01,11:14:24,196,Bread
2016-11-01,11:14:25,196,Cake
2016-11-01,11:14:26,196,Cookies
2016-11-01,11:16:20,197,Coffee
2016-11-01,11:16:21,197,Coffee
2016-11-01,11:16:22,197,Tea
2016-11-01,11:18:10,198,Coffee
2016-11-01,11:18:11,198,Cookies
2016-11-01,11:19:34,199,Coffee
2016-11-01,11:22:45,200,Bread
2016-11-01,11:28:52,201,NONE
2016-11-01,11:28:53,201,Coffee
2016-11-01,11:28:54,201,Pastry
2016-11-01,11:29:38,202,Coffee
2016-11-01,11:32:13,203,Coffee
2016-11-01,11:36:21,204,Scandinavian
2016-11-01,11:36:22,204,Bread
2016-11-01,11:55:54,205,Coffee
2016-11-01,11:55:55,205,Coffee
2016-11-01,12:00:42,206,Scandinavian
2016-11-01,12:00:43,206,Coffee
2016-11-01,12:10:04,207,Hearty & Seasonal
2016-11-01,12:10:05,207,Coffee
2016-11-01,12:10:06,207,Muffin
2016-11-01,12:16:39,208,Bread
2016-11-01,12:17:09,209,Coffee
2016-11-01,12:18:58,210,Scandinavian
2016-11-01,12:22:09,211,Soup
2016-11-01,12:27:04,212,Coffee
2016-11-01,12:27:05,212,Cookies
2016-11-01,12:27:06,212,Tartine
2016-11-01,12:28:41,213,Bread
2016-11-01,12:33:21,214,Bread
2016-11-01,12:33:22,214,Tea
2016-11-01,12:37:10,215,Pastry
2016-11-01,12:37:11,215,Coffee
2016-11-01,12:38:12,216,Tartine
2016-11-01,12:38:13,216,Coffee
2016-11-01,12:40:15,217,Bread
2016-11-01,12:40:16,217,Cookies
2016-11-01,12:44:15,218,Sandwich
2016-11-01,12:48:03,219,Tartine
2016-11-01,12:56:04,220,Bread
2016-11-01,12:56:05,220,Pastry
2016-11-01,13:00:08,221,Bread
2016-11-01,13:15:37,222,Scandinavian
2016-11-01,13:18:26,223,Alfajores
2016-11-01,13:18:27,223,Coffee
2016-11-01,13:25:54,225,Coffee
2016-11-01,13:25:55,225,Coke
2016-11-01,13:25:56,225,Soup
2016-11-01,13:28:49,226,Cake
2016-11-01,13:38:33,227,Tea
2016-11-01,13:38:34,227,Sandwich
2016-11-01,13:38:35,227,Soup
2016-11-01,13:40:55,228,Coffee
2016-11-01,13:44:50,229,Hearty & Seasonal
2016-11-01,13:48:56,230,Alfajores
2016-11-01,13:52:25,231,Cake
2016-11-01,14:17:08,232,Tea
2016-11-01,14:17:09,232,Bread
2016-11-01,14:20:33,233,Coffee
2016-11-01,14:20:34,233,Tea
2016-11-01,14:20:35,233,Bread
2016-11-01,14:20:36,233,Soup
2016-11-01,14:21:12,234,Coffee
2016-11-01,14:21:13,234,Coffee
2016-11-01,14:29:20,236,Fudge
2016-11-01,14:32:28,237,Coffee
2016-11-01,14:32:29,237,Sandwich
2016-11-01,14:44:32,238,Tea
2016-11-01,14:44:33,238,Bread
2016-11-01,14:44:34,238,Cookies
2016-11-01,14:44:35,238,Pastry
2016-11-01,14:49:51,240,Scandinavian
2016-11-01,15:01:54,241,Jam
2016-11-01,15:01:55,241,Tea
2016-11-01,15:09:46,242,Juice
2016-11-01,15:09:47,242,Tea
2016-11-01,15:09:48,242,Alfajores
2016-11-01,15:26:09,243,Cake
2016-11-01,15:26:10,243,Muffin
2016-11-01,15:26:11,243,Coffee
2016-11-01,15:26:12,243,Soup
2016-11-01,15:40:48,244,Hot chocolate
2016-11-01,15:40:49,244,Cake
2016-11-01,15:40:50,244,Coffee
2016-11-01,15:45:03,245,Cake
2016-11-01,15:45:04,245,Cookies
2016-11-01,15:56:19,246,Tea
2016-11-01,15:56:20,246,Bread
2016-11-01,16:14:48,247,Alfajores
2016-11-01,16:14:49,247,Coffee
2016-11-01,16:14:50,247,Coffee
2016-11-01,16:14:51,247,Juice
2016-11-01,16:16:03,248,Coffee
2016-11-01,16:16:04,248,Tea
2016-11-01,16:16:05,248,Soup
2016-11-01,16:17:47,249,Hot chocolate
2016-11-01,16:18:27,250,Cookies
2016-11-01,16:34:41,251,Coffee
2016-11-01,16:34:42,251,Medialuna
2016-11-01,16:36:45,252,Bread
2016-11-01,16:36:46,252,Eggs
2016-11-01,17:54:03,253,Scandinavian
2016-11-01,18:51:46,254,Medialuna
2016-11-02,8:10:12,255,Coffee
2016-11-02,8:10:13,255,Pastry
2016-11-02,8:12:57,256,Coffee
2016-11-02,8:12:58,256,Bread
2016-11-02,8:15:01,257,Bread
2016-11-02,8:15:02,257,Coffee
2016-11-02,8:15:03,257,Pastry
2016-11-02,8:15:04,257,NONE
2016-11-02,8:16:45,258,Coffee
2016-11-02,8:16:46,258,Pastry
2016-11-02,8:19:37,259,Pastry
2016-11-02,8:20:06,260,Coffee
2016-11-02,8:20:55,261,Coffee
2016-11-02,8:37:09,262,Coffee
2016-11-02,8:37:10,262,Hot chocolate
2016-11-02,8:37:11,262,Pastry
2016-11-02,9:10:32,264,Jam
2016-11-02,9:11:22,265,Tea
2016-11-02,9:13:35,266,NONE
2016-11-02,9:13:36,266,Bread
2016-11-02,9:13:37,266,Pastry
2016-11-02,9:27:06,267,Coffee
2016-11-02,9:27:07,267,Alfajores
2016-11-02,9:31:02,268,Tea
2016-11-02,9:31:03,268,Pastry
2016-11-02,9:36:15,270,Coffee
2016-11-02,9:36:16,270,Jam
2016-11-02,9:42:06,271,Coffee
2016-11-02,9:42:07,271,Tea
2016-11-02,9:42:08,271,Coffee
2016-11-02,9:42:09,271,Pastry
2016-11-02,9:43:33,272,Farm House
2016-11-02,10:01:22,274,Coffee
2016-11-02,10:01:23,274,NONE
2016-11-02,10:01:24,274,Bread
2016-11-02,10:01:25,274,Pastry
2016-11-02,10:01:56,275,Farm House
2016-11-02,10:03:16,276,Coffee
2016-11-02,10:03:17,276,Coffee
2016-11-02,10:03:18,276,Pastry
2016-11-02,10:20:47,277,Farm House
2016-11-02,10:22:00,278,Coffee
2016-11-02,10:22:01,278,Pastry
2016-11-02,10:24:23,279,NONE
2016-11-02,10:24:24,279,Coffee
2016-11-02,10:25:59,280,Coffee
2016-11-02,10:26:00,280,Pastry
2016-11-02,10:38:35,281,Bread
2016-11-02,10:38:36,281,Bread
2016-11-02,10:46:26,282,Bread
2016-11-02,10:46:27,282,Pastry
2016-11-02,10:53:33,283,Pastry
2016-11-02,10:53:34,283,Coffee
2016-11-02,10:56:53,284,Coffee
2016-11-02,10:56:54,284,Farm House
2016-11-02,11:01:07,285,Farm House
2016-11-02,11:01:08,285,Farm House
2016-11-02,11:01:09,285,Pastry
2016-11-02,11:02:38,286,Bread
2016-11-02,11:02:39,286,Juice
2016-11-02,11:02:40,286,Alfajores
2016-11-02,11:05:33,287,Coffee
2016-11-02,11:05:34,287,Pastry
2016-11-02,11:08:11,288,Bread
2016-11-02,11:08:12,288,Alfajores
2016-11-02,11:09:54,289,Bread
2016-11-02,11:12:47,290,Coffee
2016-11-02,11:12:48,290,Cookies
2016-11-02,11:13:47,291,Coffee
2016-11-02,11:24:14,292,Cookies
2016-11-02,11:44:38,294,Coffee
2016-11-02,11:48:48,295,Jam
2016-11-02,11:48:49,295,Tartine
2016-11-02,12:07:47,296,Farm House
2016-11-02,12:07:48,296,Scandinavian
2016-11-02,12:15:58,297,Hearty & Seasonal
2016-11-02,12:15:59,297,Coffee
2016-11-02,12:16:00,297,Muffin
2016-11-02,12:16:01,297,Scandinavian
2016-11-02,12:21:07,298,Tartine
2016-11-02,12:21:08,298,Pick and Mix Bowls
2016-11-02,12:21:09,298,NONE
2016-11-02,12:21:10,298,Coffee
2016-11-02,12:21:11,298,Coke
2016-11-02,12:27:31,300,Scandinavian
2016-11-02,12:27:32,300,Farm House
2016-11-02,12:27:33,300,Alfajores
2016-11-02,12:27:34,300,Coffee
2016-11-02,12:27:35,300,Coffee
2016-11-02,12:33:27,301,Soup
2016-11-02,12:36:53,302,Tea
2016-11-02,12:40:05,303,Juice
2016-11-02,12:40:06,303,Tea
2016-11-02,12:40:07,303,Cookies
2016-11-02,12:40:08,303,Soup
2016-11-02,12:43:18,304,Hearty & Seasonal
2016-11-02,12:43:19,304,Tea
2016-11-02,12:48:31,306,Coffee
2016-11-02,12:48:32,306,Mineral water
2016-11-02,12:48:33,306,Juice
2016-11-02,12:48:34,306,Soup
2016-11-02,13:02:17,307,Hearty & Seasonal
2016-11-02,13:04:23,308,Hearty & Seasonal
2016-11-02,13:04:24,308,Smoothies
2016-11-02,13:06:16,309,Hearty & Seasonal
2016-11-02,13:06:17,309,Tea
2016-11-02,13:12:35,310,Coffee
2016-11-02,13:12:36,310,Sandwich
2016-11-02,13:12:37,310,Sandwich
2016-11-02,13:19:21,311,Cookies
2016-11-02,13:21:39,312,Soup
2016-11-02,13:21:40,312,Tea
2016-11-02,13:21:41,312,Juice
2016-11-02,13:22:29,313,Soup
2016-11-02,13:26:34,314,Coffee
2016-11-02,13:52:02,317,Cookies
2016-11-02,13:52:03,317,Tea
2016-11-02,13:56:31,318,Soup
2016-11-02,13:56:32,318,Hearty & Seasonal
2016-11-02,13:56:33,318,Bread
2016-11-02,14:00:51,319,Coffee
2016-11-02,14:08:32,320,Coffee
2016-11-02,14:10:31,321,Coffee
2016-11-02,14:10:32,321,Tea
2016-11-02,14:11:16,322,Bread
2016-11-02,14:15:17,323,Tea
2016-11-02,14:21:12,324,Coffee
2016-11-02,14:21:13,324,Tea
2016-11-02,14:21:50,325,Coffee
2016-11-02,14:44:45,326,Fudge
2016-11-02,15:13:27,327,Tea
2016-11-02,15:36:00,328,Soup
2016-11-02,15:36:01,328,Tea
2016-11-02,15:56:27,330,Alfajores
2016-11-02,16:07:48,331,Bread
2016-11-02,16:35:56,332,Coffee
2016-11-02,16:35:57,332,Alfajores
2016-11-02,17:04:44,333,Juice
2016-11-02,17:04:45,333,Alfajores
2016-11-02,17:04:46,333,Pick and Mix Bowls
2016-11-02,17:04:47,333,Mineral water
2016-11-02,17:12:09,334,Coffee
2016-11-02,17:12:10,334,Alfajores
2016-11-02,17:51:16,335,Fudge
2016-11-02,18:18:56,336,Mighty Protein
2016-11-02,18:18:57,336,Juice
2016-11-02,18:23:22,337,Mineral water
2016-11-02,18:23:23,337,Alfajores
2016-11-02,18:30:03,338,Mighty Protein
2016-11-02,18:30:04,338,Coffee
2016-11-02,18:50:24,339,Alfajores
2016-11-03,7:57:13,340,Coffee
2016-11-03,7:57:14,340,Bread
2016-11-03,8:01:15,341,Medialuna
2016-11-03,8:11:34,342,Medialuna
2016-11-03,8:11:35,342,Bread
2016-11-03,8:18:54,344,Coffee
2016-11-03,8:25:50,346,NONE
2016-11-03,8:25:51,346,Coffee
2016-11-03,8:25:52,346,Pastry
2016-11-03,8:25:53,346,Pastry
2016-11-03,8:25:54,346,Coffee
2016-11-03,8:51:17,347,Medialuna
2016-11-03,8:59:58,348,Bread
2016-11-03,8:59:59,348,NONE
2016-11-03,9:00:00,348,Tea
2016-11-03,9:00:01,348,Sandwich
2016-11-03,9:05:19,349,Bread
2016-11-03,9:11:04,350,Jam
2016-11-03,9:11:05,350,Coffee
2016-11-03,9:11:06,350,Farm House
2016-11-03,9:13:15,351,Focaccia
2016-11-03,9:17:01,352,Bread
2016-11-03,9:19:17,353,Tartine
2016-11-03,9:19:18,353,Pastry
2016-11-03,9:19:19,353,Bread
2016-11-03,9:19:20,353,My-5 Fruit Shoot
2016-11-03,9:24:26,354,Farm House
2016-11-03,9:30:44,355,Bread
2016-11-03,9:30:45,355,Pastry
2016-11-03,9:35:30,356,Pastry
2016-11-03,9:35:31,356,Bread
2016-11-03,9:42:13,357,Jam
2016-11-03,9:42:14,357,Coffee
2016-11-03,9:44:56,358,Farm House
2016-11-03,9:45:53,359,Pastry
2016-11-03,9:55:34,360,Coffee
2016-11-03,9:55:35,360,Tea
2016-11-03,9:55:36,360,Bread
2016-11-03,9:56:21,361,Jam
2016-11-03,10:08:57,363,Pastry
2016-11-03,10:08:58,363,Medialuna
2016-11-03,10:08:59,363,Medialuna
2016-11-03,10:10:23,364,Coffee
2016-11-03,10:12:18,365,Tea
2016-11-03,10:15:44,366,Bread
2016-11-03,10:21:34,367,Bread
2016-11-03,10:21:35,367,Pastry
2016-11-03,10:24:15,368,Pastry
2016-11-03,10:37:14,369,Farm House
2016-11-03,10:38:17,370,Tea
2016-11-03,10:50:25,371,Coffee
2016-11-03,10:50:26,371,Brownie
2016-11-03,10:50:27,371,Alfajores
2016-11-03,10:50:28,371,Fudge
2016-11-03,11:00:03,372,Bread
2016-11-03,11:00:04,372,Fudge
2016-11-03,11:00:05,372,Cookies
2016-11-03,11:15:09,373,Coffee
2016-11-03,11:17:05,374,Bread
2016-11-03,11:26:36,375,Coffee
2016-11-03,11:26:37,375,Coffee
2016-11-03,11:26:38,375,Jam
2016-11-03,11:26:39,375,Pastry
2016-11-03,11:31:57,376,Soup
2016-11-03,11:31:58,376,Coffee
2016-11-03,11:34:44,377,Smoothies
2016-11-03,11:34:45,377,Soup
2016-11-03,11:34:46,377,Hearty & Seasonal
2016-11-03,11:34:47,377,Pastry
2016-11-03,11:42:33,378,Pastry
2016-11-03,11:42:34,378,Bread
2016-11-03,11:58:52,379,Pastry
2016-11-03,11:58:53,379,Medialuna
